Genome_ID	Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
GCA_037035515.1	virulence_ecoli	yehC	98.37	675 / 675	"ABQOPK010000012.1 Escherichia coli strain 1829105 SAMN40255785-rid21202123.denovo.012, whole genome shotgun sequence"	83826..84500	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_037035515.1	virulence_ecoli	yehD	98.71	543 / 543	"ABQOPK010000012.1 Escherichia coli strain 1829105 SAMN40255785-rid21202123.denovo.012, whole genome shotgun sequence"	84581..85123	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_037035515.1	virulence_ecoli	yghJ	98.1	4573 / 4569	"ABQOPK010000031.1 Escherichia coli strain 1829105 SAMN40255785-rid21202123.denovo.031, whole genome shotgun sequence"	27761..32329		CP002729
GCA_037035515.1	stx	stx2	99.6	1242 / 1242	"ABQOPK010000078.1 Escherichia coli strain 1829105 SAMN40255785-rid21202123.denovo.080, whole genome shotgun sequence"	1515..2756	"O9 CB10366, variant i"	FN252457
GCA_037035515.1	stx	stx2	99.6	1242 / 1242	"ABQOPK010000201.1 Escherichia coli strain 1829105 SAMN40255785-rid21202123.guided.095, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_038017815.1	virulence_ecoli	AslA	94.09	1657 / 1656	"ABRPLV010000066.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.067, whole genome shotgun sequence"	1659..3314		CP054236
GCA_038017815.1	virulence_ecoli	cba	99.93	1536 / 1536	"ABRPLV010000018.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.018, whole genome shotgun sequence"	53870..55405	  Colicin B	FJ664743
GCA_038017815.1	virulence_ecoli	cia	100	147 / 147	"ABRPLV010000018.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.018, whole genome shotgun sequence"	62834..62980	  Colicin ia	QMGM01000002
GCA_038017815.1	virulence_ecoli	cma	99.75	816 / 816	"ABRPLV010000018.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.018, whole genome shotgun sequence"	56194..57009	  Colicin M activity	FJ664724
GCA_038017815.1	virulence_ecoli	csgA	100	456 / 456	"ABRPLV010000001.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.001, whole genome shotgun sequence"	148988..149443	 curlin major subunit CsgA	CP069646
GCA_038017815.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABRPLV010000057.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.058, whole genome shotgun sequence"	22133..23273	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_038017815.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABRPLV010000022.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.022, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_038017815.1	virulence_ecoli	fimH	100	489 / 489	"ABRPLV010000050.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.050, whole genome shotgun sequence"	22440..22928	   Type 1 fimbriae	NA
GCA_038017815.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABRPLV010000001.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.001, whole genome shotgun sequence"	38692..39598	  Avian E. coli haemolysin	ECU57430
GCA_038017815.1	virulence_ecoli	iss	99.66	294 / 294	"ABRPLV010000065.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.066, whole genome shotgun sequence"	5078..5371	  Increased serum survival	CP001846
GCA_038017815.1	virulence_ecoli	mchB	99.66	294 / 294	"ABRPLV010000028.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.028, whole genome shotgun sequence"	51512..51805	  Microcin H47 part of colicin H	AJ009631
GCA_038017815.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABRPLV010000028.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.028, whole genome shotgun sequence"	49690..51240	  MchC protein	FN554766
GCA_038017815.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABRPLV010000028.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.028, whole genome shotgun sequence"	45696..47792	  ABC transporter protein MchF	FN554766
GCA_038017815.1	virulence_ecoli	mcmA	100	279 / 279	"ABRPLV010000028.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.028, whole genome shotgun sequence"	45164..45442	  Microcin M part of colicin H	AJ515251
GCA_038017815.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABRPLV010000008.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.008, whole genome shotgun sequence"	40157..41041	  lipoprotein NlpI precursor	CP000243
GCA_038017815.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABRPLV010000063.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.064, whole genome shotgun sequence"	1073..2314	   stx2i-O9-CB10366	FN252457
GCA_038017815.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABRPLV010000197.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.guided.108, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_038017815.1	virulence_ecoli	terC	100	714 / 714	"ABRPLV010000003.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.003, whole genome shotgun sequence"	22764..23477	  Tellurium ion resistance protein	CP007491
GCA_038017815.1	virulence_ecoli	terC	99.9	959 / 966	"ABRPLV010000020.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.020, whole genome shotgun sequence"	30656..31614	  Tellurium ion resistance protein	MG591698
GCA_038017815.1	virulence_ecoli	terC	100	1041 / 1041	"ABRPLV010000080.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.081, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_038017815.1	virulence_ecoli	tia	99.73	738 / 738	"ABRPLV010000084.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.085, whole genome shotgun sequence"	2589..3326	 Tia Invasion determinant	CP015995
GCA_038017815.1	virulence_ecoli	traJ	98.69	687 / 687	"ABRPLV010000018.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.018, whole genome shotgun sequence"	32501..33187	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_038017815.1	virulence_ecoli	traT	100	732 / 732	"ABRPLV010000018.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.018, whole genome shotgun sequence"	10950..11681	  Outer membrane protein complement resistance	CP009167
GCA_038017815.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABRPLV010000011.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.011, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_038017815.1	virulence_ecoli	yehB	98.71	2481 / 2481	"ABRPLV010000011.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.011, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_038017815.1	virulence_ecoli	yehC	97.63	675 / 675	"ABRPLV010000011.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.011, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_038017815.1	virulence_ecoli	yehD	98.71	543 / 543	"ABRPLV010000011.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.011, whole genome shotgun sequence"	23215..23757	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_038017815.1	stx	stx2	99.6	1242 / 1242	"ABRPLV010000063.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.denovo.064, whole genome shotgun sequence"	1073..2314	"O9 CB10366, variant i"	FN252457
GCA_038017815.1	stx	stx2	99.6	1242 / 1242	"ABRPLV010000197.1 Escherichia coli strain 01465088 SAMN40859897-rid21406793.guided.108, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_038086625.1	virulence_ecoli	AslA	94.09	1657 / 1656	"ABRRPU010000031.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.031, whole genome shotgun sequence"	16678..18333		CP054236
GCA_038086625.1	virulence_ecoli	cba	99.93	1536 / 1536	"ABRRPU010000020.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.020, whole genome shotgun sequence"	53870..55405	  Colicin B	FJ664743
GCA_038086625.1	virulence_ecoli	cia	100	147 / 147	"ABRRPU010000020.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.020, whole genome shotgun sequence"	62834..62980	  Colicin ia	QMGM01000002
GCA_038086625.1	virulence_ecoli	cma	99.75	816 / 816	"ABRRPU010000020.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.020, whole genome shotgun sequence"	56194..57009	  Colicin M activity	FJ664724
GCA_038086625.1	virulence_ecoli	csgA	100	456 / 456	"ABRRPU010000004.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.004, whole genome shotgun sequence"	148988..149443	 curlin major subunit CsgA	CP069646
GCA_038086625.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABRRPU010000061.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.061, whole genome shotgun sequence"	22133..23273	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_038086625.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABRRPU010000023.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.023, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_038086625.1	virulence_ecoli	fimH	100	489 / 489	"ABRRPU010000057.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.057, whole genome shotgun sequence"	22439..22927	   Type 1 fimbriae	NA
GCA_038086625.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABRRPU010000004.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.004, whole genome shotgun sequence"	38692..39598	  Avian E. coli haemolysin	ECU57430
GCA_038086625.1	virulence_ecoli	iss	99.66	294 / 294	"ABRRPU010000067.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.067, whole genome shotgun sequence"	5078..5371	  Increased serum survival	CP001846
GCA_038086625.1	virulence_ecoli	mchB	99.66	294 / 294	"ABRRPU010000028.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.028, whole genome shotgun sequence"	51512..51805	  Microcin H47 part of colicin H	AJ009631
GCA_038086625.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABRRPU010000028.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.028, whole genome shotgun sequence"	49690..51240	  MchC protein	FN554766
GCA_038086625.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABRRPU010000028.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.028, whole genome shotgun sequence"	45696..47792	  ABC transporter protein MchF	FN554766
GCA_038086625.1	virulence_ecoli	mcmA	100	279 / 279	"ABRRPU010000028.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.028, whole genome shotgun sequence"	45164..45442	  Microcin M part of colicin H	AJ515251
GCA_038086625.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABRRPU010000010.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.010, whole genome shotgun sequence"	40266..41150	  lipoprotein NlpI precursor	CP000243
GCA_038086625.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABRRPU010000064.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.064, whole genome shotgun sequence"	1073..2314	   stx2i-O9-CB10366	FN252457
GCA_038086625.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABRRPU010000210.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.guided.111, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_038086625.1	virulence_ecoli	terC	100	714 / 714	"ABRRPU010000001.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.001, whole genome shotgun sequence"	22734..23447	  Tellurium ion resistance protein	CP007491
GCA_038086625.1	virulence_ecoli	terC	99.9	959 / 966	"ABRRPU010000019.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.019, whole genome shotgun sequence"	30645..31603	  Tellurium ion resistance protein	MG591698
GCA_038086625.1	virulence_ecoli	terC	100	1041 / 1041	"ABRRPU010000082.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.084, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_038086625.1	virulence_ecoli	tia	99.73	738 / 738	"ABRRPU010000086.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.088, whole genome shotgun sequence"	2399..3136	 Tia Invasion determinant	CP015995
GCA_038086625.1	virulence_ecoli	traJ	98.69	687 / 687	"ABRRPU010000020.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.020, whole genome shotgun sequence"	32501..33187	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_038086625.1	virulence_ecoli	traT	100	732 / 732	"ABRRPU010000020.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.020, whole genome shotgun sequence"	10950..11681	  Outer membrane protein complement resistance	CP009167
GCA_038086625.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABRRPU010000007.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.007, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_038086625.1	virulence_ecoli	yehB	98.71	2481 / 2481	"ABRRPU010000007.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.007, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_038086625.1	virulence_ecoli	yehC	97.63	675 / 675	"ABRRPU010000007.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.007, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_038086625.1	virulence_ecoli	yehD	98.71	543 / 543	"ABRRPU010000007.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.007, whole genome shotgun sequence"	23215..23757	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_038086625.1	stx	stx2	99.6	1242 / 1242	"ABRRPU010000064.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.denovo.064, whole genome shotgun sequence"	1073..2314	"O9 CB10366, variant i"	FN252457
GCA_038086625.1	stx	stx2	99.6	1242 / 1242	"ABRRPU010000210.1 Escherichia coli strain 01466934 SAMN40923829-rid21434043.guided.111, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_038420345.1	virulence_ecoli	csgA	98.9	456 / 456	"ABRVMF010000005.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.005, whole genome shotgun sequence"	192335..192790	 curlin major subunit CsgA	CP069646
GCA_038420345.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABRVMF010000040.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.041, whole genome shotgun sequence"	23990..25130	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_038420345.1	virulence_ecoli	fdeC	95.49	4254 / 4254	"ABRVMF010000011.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.011, whole genome shotgun sequence"	52428..56681	 intimin-like adhesin FdeC	AP010953
GCA_038420345.1	virulence_ecoli	fimH	100	489 / 489	"ABRVMF010000001.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.001, whole genome shotgun sequence"	94747..95235	   Type 1 fimbriae	NA
GCA_038420345.1	virulence_ecoli	hha	95.31	213 / 213	"ABRVMF010000021.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.021, whole genome shotgun sequence"	4574..4786	 hemolysin expression modulator Hha (previous rmoA)	453331
GCA_038420345.1	virulence_ecoli	hlyE	99.13	918 / 918	"ABRVMF010000005.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.005, whole genome shotgun sequence"	81935..82851	  Avian E. coli haemolysin	ECU57430
GCA_038420345.1	virulence_ecoli	iss	100	294 / 294	"ABRVMF010000007.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.007, whole genome shotgun sequence"	192939..193232	  Increased serum survival	CP001665
GCA_038420345.1	virulence_ecoli	lpfA	100	573 / 573	"ABRVMF010000010.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.010, whole genome shotgun sequence"	152371..152943	  Long polar fimbriae	KC207123
GCA_038420345.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABRVMF010000016.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.016, whole genome shotgun sequence"	3532..4416	  lipoprotein NlpI precursor	CP000243
GCA_038420345.1	virulence_ecoli	ompT	100	954 / 954	"ABRVMF010000057.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.058, whole genome shotgun sequence"	8150..9103	  Outer membrane protease (protein protease 7)	AMVC01000243
GCA_038420345.1	virulence_ecoli	ompT	96.62	948 / 948	"ABRVMF010000052.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.053, whole genome shotgun sequence"	14824..15771	  Outer membrane protease (protein protease 7)	CDLB01000100
GCA_038420345.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABRVMF010000026.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.026, whole genome shotgun sequence"	918..2159	   stx2i-O9-CB10366	FN252457
GCA_038420345.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABRVMF010000203.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.guided.067, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_038420345.1	virulence_ecoli	terC	100	714 / 714	"ABRVMF010000013.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.013, whole genome shotgun sequence"	22734..23447	  Tellurium ion resistance protein	CP007491
GCA_038420345.1	virulence_ecoli	terC	100	1041 / 1041	"ABRVMF010000055.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.056, whole genome shotgun sequence"	4332..5372	  Tellurium ion resistance protein	CYAS01000072
GCA_038420345.1	virulence_ecoli	terC	98.85	959 / 966	"ABRVMF010000024.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.024, whole genome shotgun sequence"	35992..36950	  Tellurium ion resistance protein	MG591698
GCA_038420345.1	virulence_ecoli	tia	99.86	738 / 738	"ABRVMF010000021.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.021, whole genome shotgun sequence"	52682..53419	 Tia Invasion determinant	CP010172
GCA_038420345.1	virulence_ecoli	traJ	98.84	687 / 687	"ABRVMF010000027.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.027, whole genome shotgun sequence"	64060..64746	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_038420345.1	virulence_ecoli	traT	99.86	732 / 732	"ABRVMF010000027.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.027, whole genome shotgun sequence"	42509..43240	  Outer membrane protein complement resistance	CP009167
GCA_038420345.1	virulence_ecoli	yehA	98.06	1033 / 1035	"ABRVMF010000002.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.002, whole genome shotgun sequence"	64771..65803	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_038420345.1	virulence_ecoli	yehB	97.86	2481 / 2481	"ABRVMF010000002.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.002, whole genome shotgun sequence"	65819..68299	" Usher, YHD fimbriael cluster"	CP042934
GCA_038420345.1	virulence_ecoli	yehC	98.37	675 / 675	"ABRVMF010000002.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.002, whole genome shotgun sequence"	68315..68989	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_038420345.1	virulence_ecoli	yehD	98.71	543 / 543	"ABRVMF010000002.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.002, whole genome shotgun sequence"	69070..69612	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_038420345.1	virulence_ecoli	yghJ	98.1	4573 / 4569	"ABRVMF010000031.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.031, whole genome shotgun sequence"	27762..32330		CP002729
GCA_038420345.1	stx	stx2	99.6	1242 / 1242	"ABRVMF010000026.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.denovo.026, whole genome shotgun sequence"	918..2159	"O9 CB10366, variant i"	FN252457
GCA_038420345.1	stx	stx2	99.6	1242 / 1242	"ABRVMF010000203.1 Escherichia coli strain 01474328 SAMN41027598-rid21476243.guided.067, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_039685295.1	virulence_ecoli	csgA	98.9	456 / 456	"ABSGCK010000025.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.025, whole genome shotgun sequence"	63989..64444	 curlin major subunit CsgA	CP069646
GCA_039685295.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABSGCK010000055.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.055, whole genome shotgun sequence"	25983..27123	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_039685295.1	virulence_ecoli	fdeC	95.49	4254 / 4254	"ABSGCK010000022.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.022, whole genome shotgun sequence"	52388..56641	 intimin-like adhesin FdeC	AP010953
GCA_039685295.1	virulence_ecoli	fimH	100	489 / 489	"ABSGCK010000003.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.003, whole genome shotgun sequence"	55017..55505	   Type 1 fimbriae	NA
GCA_039685295.1	virulence_ecoli	hha	95.31	213 / 213	"ABSGCK010000064.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.064, whole genome shotgun sequence"	4574..4786	 hemolysin expression modulator Hha (previous rmoA)	453331
GCA_039685295.1	virulence_ecoli	hlyE	99.13	918 / 918	"ABSGCK010000015.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.015, whole genome shotgun sequence"	17172..18088	  Avian E. coli haemolysin	ECU57430
GCA_039685295.1	virulence_ecoli	iss	100	294 / 294	"ABSGCK010000006.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.006, whole genome shotgun sequence"	154368..154661	  Increased serum survival	CP001665
GCA_039685295.1	virulence_ecoli	lpfA	100	573 / 573	"ABSGCK010000020.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.020, whole genome shotgun sequence"	79456..80028	  Long polar fimbriae	KC207123
GCA_039685295.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABSGCK010000012.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.012, whole genome shotgun sequence"	3532..4416	  lipoprotein NlpI precursor	CP000243
GCA_039685295.1	virulence_ecoli	ompT	100	954 / 954	"ABSGCK010000073.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.074, whole genome shotgun sequence"	8146..9099	  Outer membrane protease (protein protease 7)	AMVC01000243
GCA_039685295.1	virulence_ecoli	ompT	96.62	948 / 948	"ABSGCK010000060.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.060, whole genome shotgun sequence"	23541..24488	  Outer membrane protease (protein protease 7)	CDLB01000100
GCA_039685295.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABSGCK010000027.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.027, whole genome shotgun sequence"	918..2159	   stx2i-O9-CB10366	FN252457
GCA_039685295.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABSGCK010000221.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.guided.102, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_039685295.1	virulence_ecoli	terC	100	714 / 714	"ABSGCK010000009.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.009, whole genome shotgun sequence"	22831..23544	  Tellurium ion resistance protein	CP007491
GCA_039685295.1	virulence_ecoli	terC	100	1041 / 1041	"ABSGCK010000068.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.069, whole genome shotgun sequence"	1285..2325	  Tellurium ion resistance protein	CYAS01000072
GCA_039685295.1	virulence_ecoli	terC	98.85	959 / 966	"ABSGCK010000007.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.007, whole genome shotgun sequence"	103130..104088	  Tellurium ion resistance protein	MG591698
GCA_039685295.1	virulence_ecoli	tia	99.86	738 / 738	"ABSGCK010000023.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.023, whole genome shotgun sequence"	28597..29334	 Tia Invasion determinant	CP010172
GCA_039685295.1	virulence_ecoli	traJ	98.84	687 / 687	"ABSGCK010000040.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.040, whole genome shotgun sequence"	37538..38224	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_039685295.1	virulence_ecoli	traT	99.86	732 / 732	"ABSGCK010000040.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.040, whole genome shotgun sequence"	15987..16718	  Outer membrane protein complement resistance	CP009167
GCA_039685295.1	virulence_ecoli	yehA	98.06	1033 / 1035	"ABSGCK010000028.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.028, whole genome shotgun sequence"	64339..65371	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_039685295.1	virulence_ecoli	yehB	97.86	2481 / 2481	"ABSGCK010000028.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.028, whole genome shotgun sequence"	65387..67867	" Usher, YHD fimbriael cluster"	CP042934
GCA_039685295.1	virulence_ecoli	yehC	98.37	675 / 675	"ABSGCK010000028.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.028, whole genome shotgun sequence"	67883..68557	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_039685295.1	virulence_ecoli	yehD	98.71	543 / 543	"ABSGCK010000028.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.028, whole genome shotgun sequence"	68638..69180	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_039685295.1	virulence_ecoli	yghJ	98.1	4573 / 4569	"ABSGCK010000034.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.034, whole genome shotgun sequence"	27762..32330		CP002729
GCA_039685295.1	stx	stx2	99.6	1242 / 1242	"ABSGCK010000027.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.denovo.027, whole genome shotgun sequence"	918..2159	"O9 CB10366, variant i"	FN252457
GCA_039685295.1	stx	stx2	99.6	1242 / 1242	"ABSGCK010000221.1 Escherichia coli strain 01337037 SAMN41444113-rid21660833.guided.102, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_039686495.1	virulence_ecoli	AslA	94.09	1657 / 1656	"ABSGEX010000075.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.075, whole genome shotgun sequence"	1659..3314		CP054236
